i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;400;40;320;0,04389;0,00031352;0,0435765
2;12;400;40;320;0,0401597;0,00031209;0,0398476
3;12;400;40;320;0,00661826;0,000310898;0,00630736
4;12;400;40;320;0,0073669;0,000306845;0,00706005
5;12;400;40;320;0,00679898;0,000310183;0,0064888
6;12;400;40;320;0,00662518;0,000297308;0,00632787
7;12;400;40;320;0,00703573;0,000299215;0,00673652
8;12;400;40;320;0,00694656;0,00030756;0,006639
9;12;400;40;320;0,00670767;0,000304461;0,00640321
10;12;400;40;320;0,00638747;0,000308514;0,00607896
11;12;400;40;320;0,00733924;0,000302315;0,00703692
12;12;400;40;320;0,00744939;0,000333071;0,00711632
13;12;400;40;320;0,00735307;0,000305891;0,00704718
14;12;400;40;320;0,00739574;0,000310421;0,00708532
15;12;400;40;320;0,0070641;0,000307083;0,00675702
16;12;400;40;320;0,00731373;0,000308037;0,00700569
17;12;400;40;320;0,00719571;0,000321388;0,00687432
18;12;400;40;320;0,00713038;0,000292778;0,00683761
19;12;400;40;320;0,00710535;0,000315428;0,00678992
20;12;400;40;320;0,00734472;0,000331163;0,00701356
