i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;40;320;0,0278075;0,000315428;0,027492
2;4;400;40;320;0,0253038;0,000308752;0,0249951
3;4;400;40;320;0,0241437;0,000323534;0,0238202
4;4;400;40;320;0,0249667;0,000306845;0,0246599
5;4;400;40;320;0,0274775;0,000308514;0,027169
6;4;400;40;320;0,0261316;0,000304461;0,0258272
7;4;400;40;320;0,0252683;0,000300884;0,0249674
8;4;400;40;320;0,0243549;0,000314951;0,02404
9;4;400;40;320;0,0269177;0,000303745;0,026614
10;4;400;40;320;0,0245678;0,000288963;0,0242789
11;4;400;40;320;0,0243762;0,000299931;0,0240762
12;4;400;40;320;0,0237536;0,000275612;0,023478
13;4;400;40;320;0,0239587;0,000298023;0,0236607
14;4;400;40;320;0,024271;0,000328302;0,0239427
15;4;400;40;320;0,0239074;0,000310183;0,0235972
16;4;400;40;320;0,0235395;0,000277281;0,0232623
17;4;400;40;320;0,0244665;0,00028944;0,0241771
18;4;400;40;320;0,0256753;0,000310421;0,0253649
19;4;400;40;320;0,0237081;0,000296354;0,0234118
20;4;400;40;320;0,0229278;0,000297785;0,02263
