i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;80;955;0,00368857;0,000284433;0,00340414
2;4;400;80;955;0,00367165;0,000302553;0,00336909
3;4;400;80;955;0,00338364;0,000311375;0,00307226
4;4;400;80;955;0,00315046;0,000297785;0,00285268
5;4;400;80;955;0,00301671;0,000288963;0,00272775
6;4;400;80;955;0,00350523;0,000311852;0,00319338
7;4;400;80;955;0,00350881;0,000310898;0,00319791
8;4;400;80;955;0,00310063;0,000303268;0,00279737
9;4;400;80;955;0,00300765;0,000311613;0,00269604
10;4;400;80;955;0,00308323;0,000299692;0,00278354
11;4;400;80;955;0,00318098;0,000288963;0,00289202
12;4;400;80;955;0,00302076;0,000293493;0,00272727
13;4;400;80;955;0,00296354;0,000285625;0,00267792
14;4;400;80;955;0,00322771;0,000306845;0,00292087
15;4;400;80;955;0,00306249;0,000294924;0,00276756
16;4;400;80;955;0,00311565;0,000299692;0,00281596
17;4;400;80;955;0,00297308;0,000314713;0,00265837
18;4;400;80;955;0,0030818;0,000336647;0,00274515
19;4;400;80;955;0,00354743;0,000285625;0,0032618
20;4;400;80;955;0,00318098;0,000293016;0,00288796
