i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;1600;40;320;0,511004;0,00181794;0,509186
2;12;1600;40;320;0,488105;0,00179029;0,486315
3;12;1600;40;320;0,485185;0,00180721;0,483378
4;12;1600;40;320;0,477365;0,00178385;0,475581
5;12;1600;40;320;0,468591;0,00180912;0,466782
6;12;1600;40;320;0,47226;0,00183773;0,470423
7;12;1600;40;320;0,47258;0,0018158;0,470764
8;12;1600;40;320;0,46608;0,00176406;0,464316
9;12;1600;40;320;0,458416;0,00179005;0,456626
10;12;1600;40;320;0,499447;0,0018568;0,497591
11;12;1600;40;320;0,483156;0,00181508;0,481341
12;12;1600;40;320;0,476533;0,00179887;0,474734
13;12;1600;40;320;0,481529;0,00180674;0,479722
14;12;1600;40;320;0,477847;0,00177789;0,476069
15;12;1600;40;320;0,472689;0,00178242;0,470907
16;12;1600;40;320;0,466061;0,00184679;0,464214
17;12;1600;40;320;0,476853;0,00183749;0,475015
18;12;1600;40;320;0,476171;0,00180268;0,474368
19;12;1600;40;320;0,484102;0,00178409;0,482318
20;12;1600;40;320;0,474319;0,00181437;0,472505
