i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;800;320;7845;0,136376;0,000898838;0,135478
2;8;800;320;7845;0,136498;0,000907421;0,135591
3;8;800;320;7845;0,131651;0,000908852;0,130742
4;8;800;320;7845;0,137683;0,000929594;0,136754
5;8;800;320;7845;0,133196;0,000946045;0,13225
6;8;800;320;7845;0,133473;0,000947475;0,132525
7;8;800;320;7845;0,142968;0,000985622;0,141982
8;8;800;320;7845;0,139808;0,000938177;0,13887
9;8;800;320;7845;0,134326;0,000885963;0,13344
10;8;800;320;7845;0,136432;0,000927687;0,135504
11;8;800;320;7845;0,133229;0,000928879;0,1323
12;8;800;320;7845;0,134675;0,00090909;0,133766
13;8;800;320;7845;0,138358;0,000924826;0,137433
14;8;800;320;7845;0,136563;0,000916243;0,135647
15;8;800;320;7845;0,135498;0,000926495;0,134571
16;8;800;320;7845;0,134342;0,000917673;0,133424
17;8;800;320;7845;0,136647;0,000958204;0,135689
18;8;800;320;7845;0,150382;0,000954866;0,149427
19;8;800;320;7845;0,139009;0,000932455;0,138077
20;8;800;320;7845;0,133936;0,00096035;0,132976
