i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;200;40;310;0,00342369;0,000154257;0,00326943
2;12;200;40;310;0,0111704;0,0001688;0,0110016
3;12;200;40;310;0,00802994;0,000158072;0,00787187
4;12;200;40;310;0,00368786;0,000160456;0,0035274
5;12;200;40;310;0,00328064;0,000154018;0,00312662
6;12;200;40;310;0,00399876;0,000160217;0,00383854
7;12;200;40;310;0,00350928;0,000148773;0,00336051
8;12;200;40;310;0,00412917;0,00015521;0,00397396
9;12;200;40;310;0,0034678;0,000148773;0,00331903
10;12;200;40;310;0,00370431;0,000142574;0,00356174
11;12;200;40;310;0,00516486;0,000156403;0,00500846
12;12;200;40;310;0,00373292;0,00015378;0,00357914
13;12;200;40;310;0,00428462;0,000164509;0,00412011
14;12;200;40;310;0,00747561;0,000151157;0,00732446
15;12;200;40;310;0,00357294;0,000160456;0,00341249
16;12;200;40;310;0,0108147;0,00016284;0,0106518
17;12;200;40;310;0,00409341;0,000151873;0,00394154
18;12;200;40;310;0,00346828;0,000161648;0,00330663
19;12;200;40;310;0,00411558;0,000145197;0,00397038
20;12;200;40;310;0,00346947;0,000147581;0,00332189
