i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;100;320;2985;0,000857353;0,00014782;0,000709534
2;2;100;320;2985;0,000819206;9,91821e-05;0,000720024
3;2;100;320;2985;0,000590324;8,72612e-05;0,000503063
4;2;100;320;2985;0,000541687;7,72476e-05;0,000464439
5;2;100;320;2985;0,000519753;7,15256e-05;0,000448227
6;2;100;320;2985;0,000516891;7,24792e-05;0,000444412
7;2;100;320;2985;0,000509262;7,48634e-05;0,000434399
8;2;100;320;2985;0,000526667;8,01086e-05;0,000446558
9;2;100;320;2985;0,000515461;7,84397e-05;0,000437021
10;2;100;320;2985;0,000508547;7,10487e-05;0,000437498
11;2;100;320;2985;0,000519037;7,86781e-05;0,000440359
12;2;100;320;2985;0,000520945;7,82013e-05;0,000442743
13;2;100;320;2985;0,000525951;7,98702e-05;0,000446081
14;2;100;320;2985;0,000512838;7,7486e-05;0,000435352
15;2;100;320;2985;0,000497818;7,1764e-05;0,000426054
16;2;100;320;2985;0,00052309;8,15392e-05;0,000441551
17;2;100;320;2985;0,000512123;7,67708e-05;0,000435352
18;2;100;320;2985;0,000511646;7,22408e-05;0,000439405
19;2;100;320;2985;0,000561237;7,82013e-05;0,000483036
20;2;100;320;2985;0,000551701;7,9155e-05;0,000472546
