i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;100;80;590;0,000780106;6,98566e-05;0,000710249
2;4;100;80;590;0,000990868;7,48634e-05;0,000916004
3;4;100;80;590;0,00110054;7,12872e-05;0,00102925
4;4;100;80;590;0,000859976;7,62939e-05;0,000783682
5;4;100;80;590;0,000910759;6,93798e-05;0,000841379
6;4;100;80;590;0,000910044;6,38962e-05;0,000846148
7;4;100;80;590;0,00101066;7,48634e-05;0,000935793
8;4;100;80;590;0,000874519;8,34465e-05;0,000791073
9;4;100;80;590;0,000840902;7,31945e-05;0,000767708
10;4;100;80;590;0,00114584;7,79629e-05;0,00106788
11;4;100;80;590;0,00109553;8,13007e-05;0,00101423
12;4;100;80;590;0,00110936;8,9407e-05;0,00101995
13;4;100;80;590;0,000870466;7,98702e-05;0,000790596
14;4;100;80;590;0,00128293;0,000226498;0,00105643
15;4;100;80;590;0,000915051;8,05855e-05;0,000834465
16;4;100;80;590;0,000800848;7,53403e-05;0,000725508
17;4;100;80;590;0,000785112;7,4625e-05;0,000710487
18;4;100;80;590;0,000904322;8,53539e-05;0,000818968
19;4;100;80;590;0,00101519;7,84397e-05;0,000936747
20;4;100;80;590;0,000777006;6,77109e-05;0,000709295
