i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;100;640;5285;0,0221896;0,000115395;0,0220742
2;8;100;640;5285;0,0210438;0,000120878;0,0209229
3;8;100;640;5285;0,0199933;0,000113726;0,0198796
4;8;100;640;5285;0,0198536;0,000118732;0,0197349
5;8;100;640;5285;0,019731;0,000112295;0,0196187
6;8;100;640;5285;0,0212936;0,000135183;0,0211585
7;8;100;640;5285;0,0209653;0,000121117;0,0208442
8;8;100;640;5285;0,0206699;0,000115633;0,0205543
9;8;100;640;5285;0,0205114;0,000123978;0,0203874
10;8;100;640;5285;0,019814;0,000123262;0,0196908
11;8;100;640;5285;0,0208514;0,000115633;0,0207357
12;8;100;640;5285;0,0211654;0,000123024;0,0210423
13;8;100;640;5285;0,0206048;0,000121117;0,0204837
14;8;100;640;5285;0,020992;0,000117064;0,020875
15;8;100;640;5285;0,0212224;0,00010705;0,0211153
16;8;100;640;5285;0,0197752;0,000122547;0,0196526
17;8;100;640;5285;0,0193293;0,000118971;0,0192103
18;8;100;640;5285;0,0199437;0,00012517;0,0198185
19;8;100;640;5285;0,0198488;0,000134706;0,0197141
20;8;100;640;5285;0,0204396;0,000122547;0,0203171
