i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;400;320;5885;0,00647616;0,000353336;0,00612283
2;8;400;320;5885;0,00738215;0,000366926;0,00701523
3;8;400;320;5885;0,00658488;0,000315428;0,00626945
4;8;400;320;5885;0,00628686;0,000358105;0,00592875
5;8;400;320;5885;0,00581574;0,000330925;0,00548482
6;8;400;320;5885;0,00522208;0,000308514;0,00491357
7;8;400;320;5885;0,00582361;0,000326633;0,00549698
8;8;400;320;5885;0,00566268;0,000333071;0,00532961
9;8;400;320;5885;0,00552106;0,000345469;0,00517559
10;8;400;320;5885;0,00637054;0,000335693;0,00603485
11;8;400;320;5885;0,00583577;0,000319719;0,00551605
12;8;400;320;5885;0,00594854;0,000338554;0,00560999
13;8;400;320;5885;0,00629592;0,000307083;0,00598884
14;8;400;320;5885;0,00613809;0,000324488;0,0058136
15;8;400;320;5885;0,00555992;0,000352144;0,00520778
16;8;400;320;5885;0,00594974;0,000333071;0,00561666
17;8;400;320;5885;0,00581908;0,000335455;0,00548363
18;8;400;320;5885;0,00631166;0,000332594;0,00597906
19;8;400;320;5885;0,00624251;0,0003407;0,00590181
20;8;400;320;5885;0,00572801;0,000308037;0,00541997
