i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;20000;800000;89236915;8,64309;2,81134;5,83175
2;4;20000;800000;89236915;8,79082;2,8839;5,90692
3;4;20000;800000;89236915;8,81907;2,88947;5,9296
4;4;20000;800000;89236915;8,64443;2,80977;5,83466
5;4;20000;800000;89236915;8,68381;2,84451;5,8393
6;4;20000;800000;89236915;8,7292;2,84722;5,88198
7;4;20000;800000;89236915;8,6422;2,82313;5,81907
8;4;20000;800000;89236915;8,73313;2,85833;5,8748
9;4;20000;800000;89236915;8,82006;2,8577;5,96236
10;4;20000;800000;89236915;8,64976;2,83793;5,81184
11;4;20000;800000;89236915;8,73505;2,85212;5,88293
12;4;20000;800000;89236915;8,77929;2,8913;5,88799
13;4;20000;800000;89236915;8,70678;2,84231;5,86446
14;4;20000;800000;89236915;8,63916;2,82488;5,81427
15;4;20000;800000;89236915;8,71248;2,85966;5,85282
16;4;20000;800000;89236915;8,72923;2,8743;5,85493
17;4;20000;800000;89236915;8,61723;2,82843;5,7888
18;4;20000;800000;89236915;8,86824;2,89295;5,97529
19;4;20000;800000;89236915;8,70958;2,86713;5,84246
20;4;20000;800000;89236915;8,57677;2,80087;5,7759
