i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;40000;100000;16502125;10,5917;0,849273;9,74247
2;12;40000;100000;16502125;13,1397;0,868814;12,2709
3;12;40000;100000;16502125;13,1024;0,842706;12,2597
4;12;40000;100000;16502125;9,06459;0,84607;8,21852
5;12;40000;100000;16502125;10,9585;0,846283;10,1122
6;12;40000;100000;16502125;9,7405;0,829636;8,91087
7;12;40000;100000;16502125;10,1677;0,869295;9,29838
8;12;40000;100000;16502125;9,33849;0,857169;8,48132
9;12;40000;100000;16502125;10,2771;0,865352;9,41174
10;12;40000;100000;16502125;11,0126;0,863352;10,1492
11;12;40000;100000;16502125;11,0077;0,840615;10,1671
12;12;40000;100000;16502125;11,957;0,836066;11,1209
13;12;40000;100000;16502125;13,2966;0,884052;12,4125
14;12;40000;100000;16502125;10,3415;0,844548;9,49694
15;12;40000;100000;16502125;13,1164;0,878201;12,2382
16;12;40000;100000;16502125;9,76101;0,859878;8,90113
17;12;40000;100000;16502125;11,9505;0,845594;11,1049
18;12;40000;100000;16502125;11,3564;0,849476;10,5069
19;12;40000;100000;16502125;9,77371;0,842907;8,9308
20;12;40000;100000;16502125;11,3721;0,836186;10,536
