i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;20000;50000;5788335;1,08847;0,221228;0,86724
2;8;20000;50000;5788335;1,03773;0,218353;0,819375
3;8;20000;50000;5788335;1,045;0,219392;0,825609
4;8;20000;50000;5788335;1,01315;0,218547;0,794606
5;8;20000;50000;5788335;1,01265;0,217057;0,795597
6;8;20000;50000;5788335;1,01918;0,22225;0,796934
7;8;20000;50000;5788335;1,06015;0,218947;0,841204
8;8;20000;50000;5788335;1,04111;0,218562;0,822547
9;8;20000;50000;5788335;1,06192;0,218739;0,843185
10;8;20000;50000;5788335;1,11402;0,219226;0,894789
11;8;20000;50000;5788335;1,10152;0,221961;0,879559
12;8;20000;50000;5788335;1,069;0,221896;0,847102
13;8;20000;50000;5788335;1,05938;0,221549;0,837836
14;8;20000;50000;5788335;1,08977;0,222293;0,867479
15;8;20000;50000;5788335;1,02475;0,218236;0,806517
16;8;20000;50000;5788335;1,03402;0,220634;0,813389
17;8;20000;50000;5788335;1,01308;0,219182;0,793895
18;8;20000;50000;5788335;1,0069;0,216676;0,790222
19;8;20000;50000;5788335;1,01983;0,218163;0,801665
20;8;20000;50000;5788335;1,01223;0,218625;0,793605
