i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;20000;400000;45826380;15,6266;1,55544;14,0712
2;12;20000;400000;45826380;15,4529;1,52306;13,9298
3;12;20000;400000;45826380;15,4152;1,53975;13,8754
4;12;20000;400000;45826380;14,9482;1,50289;13,4453
5;12;20000;400000;45826380;14,2803;1,49929;12,781
6;12;20000;400000;45826380;15,2441;1,54129;13,7028
7;12;20000;400000;45826380;15,3055;1,50788;13,7977
8;12;20000;400000;45826380;15,9559;1,51204;14,4439
9;12;20000;400000;45826380;15,2332;1,50009;13,7332
10;12;20000;400000;45826380;15,4287;1,4671;13,9616
11;12;20000;400000;45826380;53,5993;1,50445;52,0949
12;12;20000;400000;45826380;16,1123;1,51387;14,5984
13;12;20000;400000;45826380;15,5982;1,50724;14,0909
14;12;20000;400000;45826380;14,6418;1,51635;13,1254
15;12;20000;400000;45826380;14,1078;1,51283;12,595
16;12;20000;400000;45826380;15,4329;1,5248;13,9081
17;12;20000;400000;45826380;15,4907;1,50873;13,982
18;12;20000;400000;45826380;15,2134;1,50533;13,7081
19;12;20000;400000;45826380;15,2486;1,50337;13,7452
20;12;20000;400000;45826380;15,1216;1,51072;13,6109
