i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;40000;50000;8189655;1,54624;0,416467;1,12977
2;4;40000;50000;8189655;1,55065;0,414166;1,13648
3;4;40000;50000;8189655;1,56402;0,414945;1,14908
4;4;40000;50000;8189655;1,63401;0,416421;1,21759
5;4;40000;50000;8189655;1,57623;0,419808;1,15642
6;4;40000;50000;8189655;1,56967;0,415051;1,15462
7;4;40000;50000;8189655;1,58439;0,415618;1,16877
8;4;40000;50000;8189655;1,542;0,419035;1,12296
9;4;40000;50000;8189655;1,55841;0,410501;1,14791
10;4;40000;50000;8189655;1,58157;0,410638;1,17093
11;4;40000;50000;8189655;1,60638;0,410464;1,19591
12;4;40000;50000;8189655;1,55482;0,408136;1,14668
13;4;40000;50000;8189655;1,56362;0,407074;1,15655
14;4;40000;50000;8189655;1,54645;0,411978;1,13447
15;4;40000;50000;8189655;1,61665;0,415053;1,2016
16;4;40000;50000;8189655;1,51679;0,413976;1,10281
17;4;40000;50000;8189655;1,55488;0,410735;1,14414
18;4;40000;50000;8189655;1,57584;0,414125;1,16172
19;4;40000;50000;8189655;1,56253;0,419097;1,14343
20;4;40000;50000;8189655;1,62789;0,425071;1,20282
