i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;80000;50000;11731110;2,63178;0,778852;1,85292
2;2;80000;50000;11731110;2,55755;0,752877;1,80467
3;2;80000;50000;11731110;2,50287;0,729872;1,77299
4;2;80000;50000;11731110;2,4801;0,718576;1,76152
5;2;80000;50000;11731110;2,57322;0,754751;1,81846
6;2;80000;50000;11731110;2,53432;0,731245;1,80307
7;2;80000;50000;11731110;2,51246;0,742329;1,77013
8;2;80000;50000;11731110;2,54028;0,744329;1,79595
9;2;80000;50000;11731110;2,54835;0,745921;1,80243
10;2;80000;50000;11731110;2,49268;0,732484;1,7602
11;2;80000;50000;11731110;2,48888;0,743182;1,7457
12;2;80000;50000;11731110;2,60053;0,762949;1,83758
13;2;80000;50000;11731110;2,50809;0,728971;1,77912
14;2;80000;50000;11731110;2,4793;0,722942;1,75636
15;2;80000;50000;11731110;2,58131;0,749031;1,83228
16;2;80000;50000;11731110;2,54567;0,746982;1,79869
17;2;80000;50000;11731110;2,55333;0,736728;1,8166
18;2;80000;50000;11731110;2,511;0,731115;1,77989
19;2;80000;50000;11731110;2,59354;0,763202;1,83034
20;2;80000;50000;11731110;2,48284;0,728438;1,75441
