i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;40000;800000;131629890;21,2225;6,09155;15,131
2;8;40000;800000;131629890;20,9365;6,03726;14,8992
3;8;40000;800000;131629890;21,11;6,01578;15,0943
4;8;40000;800000;131629890;21,0068;6,00867;14,9981
5;8;40000;800000;131629890;21,0548;6,02593;15,0289
6;8;40000;800000;131629890;20,7861;6,04425;14,7419
7;8;40000;800000;131629890;21,1819;6,04279;15,1391
8;8;40000;800000;131629890;20,5685;5,98459;14,5839
9;8;40000;800000;131629890;21,2313;6,02283;15,2085
10;8;40000;800000;131629890;20,9067;6,10589;14,8008
11;8;40000;800000;131629890;21,0258;6,01744;15,0084
12;8;40000;800000;131629890;21,0422;6,02401;15,0182
13;8;40000;800000;131629890;21,1064;6,03218;15,0742
14;8;40000;800000;131629890;20,8659;6,02922;14,8367
15;8;40000;800000;131629890;20,815;6,03698;14,778
16;8;40000;800000;131629890;21,1208;6,01996;15,1009
17;8;40000;800000;131629890;21,1545;6,04213;15,1124
18;8;40000;800000;131629890;21,042;6,13677;14,9053
19;8;40000;800000;131629890;20,8733;6,10579;14,7675
20;8;40000;800000;131629890;21,3643;6,14513;15,2192
