i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;20000;800000;89236915;10,5066;3,0193;7,48734
2;8;20000;800000;89236915;10,3664;2,99441;7,37198
3;8;20000;800000;89236915;10,3086;2,99535;7,31328
4;8;20000;800000;89236915;10,554;3,02381;7,53023
5;8;20000;800000;89236915;10,6565;3,04893;7,60762
6;8;20000;800000;89236915;10,3669;3,01607;7,35081
7;8;20000;800000;89236915;10,6016;3,03336;7,56822
8;8;20000;800000;89236915;10,4333;2,98262;7,45067
9;8;20000;800000;89236915;10,6429;3,0365;7,60644
10;8;20000;800000;89236915;10,4564;3,0503;7,4061
11;8;20000;800000;89236915;10,4873;2,9849;7,50242
12;8;20000;800000;89236915;10,598;3,05173;7,54626
13;8;20000;800000;89236915;10,615;3,02573;7,58925
14;8;20000;800000;89236915;10,3881;2,97201;7,41607
15;8;20000;800000;89236915;10,4778;3,02661;7,45122
16;8;20000;800000;89236915;10,5294;3,07405;7,45539
17;8;20000;800000;89236915;10,4205;3,02;7,4005
18;8;20000;800000;89236915;10,5991;3,0292;7,56991
19;8;20000;800000;89236915;10,3669;3,03662;7,33031
20;8;20000;800000;89236915;10,4134;3,03784;7,37557
