i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;20000;800000;89236915;7,75037;2,66661;5,08376
2;2;20000;800000;89236915;7,71856;2,6453;5,07326
3;2;20000;800000;89236915;7,65455;2,61702;5,03753
4;2;20000;800000;89236915;7,52533;2,56717;4,95816
5;2;20000;800000;89236915;7,68937;2,62854;5,06083
6;2;20000;800000;89236915;7,7114;2,64499;5,06642
7;2;20000;800000;89236915;7,70774;2,66243;5,04531
8;2;20000;800000;89236915;7,59256;2,59944;4,99312
9;2;20000;800000;89236915;7,77857;2,67616;5,1024
10;2;20000;800000;89236915;7,72821;2,65095;5,07726
11;2;20000;800000;89236915;7,83728;2,68758;5,1497
12;2;20000;800000;89236915;7,63382;2,63918;4,99464
13;2;20000;800000;89236915;7,55177;2,56588;4,98589
14;2;20000;800000;89236915;7,77181;2,6677;5,10411
15;2;20000;800000;89236915;7,69494;2,64054;5,05441
16;2;20000;800000;89236915;7,6537;2,62193;5,03177
17;2;20000;800000;89236915;7,61739;2,60462;5,01276
18;2;20000;800000;89236915;7,80624;2,65718;5,14906
19;2;20000;800000;89236915;7,78823;2,67707;5,11116
20;2;20000;800000;89236915;7,63345;2,63248;5,00097
