i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;20000;400000;45826380;4,31298;1,40643;2,90656
2;4;20000;400000;45826380;4,31457;1,39668;2,91789
3;4;20000;400000;45826380;4,36267;1,41177;2,9509
4;4;20000;400000;45826380;4,32389;1,38356;2,94034
5;4;20000;400000;45826380;4,25465;1,37894;2,87571
6;4;20000;400000;45826380;4,41545;1,42142;2,99402
7;4;20000;400000;45826380;4,30202;1,38886;2,91316
8;4;20000;400000;45826380;4,29546;1,40296;2,8925
9;4;20000;400000;45826380;4,41151;1,42426;2,98725
10;4;20000;400000;45826380;4,31259;1,37996;2,93263
11;4;20000;400000;45826380;4,31632;1,39281;2,92351
12;4;20000;400000;45826380;4,37695;1,39768;2,97927
13;4;20000;400000;45826380;4,29149;1,38526;2,90623
14;4;20000;400000;45826380;4,30211;1,41027;2,89184
15;4;20000;400000;45826380;4,36684;1,3951;2,97175
16;4;20000;400000;45826380;4,28675;1,37442;2,91232
17;4;20000;400000;45826380;4,30598;1,39025;2,91573
18;4;20000;400000;45826380;4,32945;1,39667;2,93278
19;4;20000;400000;45826380;4,25614;1,3849;2,87124
20;4;20000;400000;45826380;4,40481;1,40665;2,99816
