i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;80000;100000;23181195;6,22338;1,67397;4,54942
2;8;80000;100000;23181195;6,32654;1,66806;4,65849
3;8;80000;100000;23181195;6,14352;1,66927;4,47425
4;8;80000;100000;23181195;6,18278;1,67047;4,51231
5;8;80000;100000;23181195;6,14598;1,66307;4,48291
6;8;80000;100000;23181195;6,19333;1,67829;4,51504
7;8;80000;100000;23181195;6,18393;1,66099;4,52294
8;8;80000;100000;23181195;6,30639;1,68279;4,6236
9;8;80000;100000;23181195;6,28087;1,67787;4,603
10;8;80000;100000;23181195;6,35163;1,6786;4,67304
11;8;80000;100000;23181195;6,54961;1,69753;4,85209
12;8;80000;100000;23181195;6,31003;1,69237;4,61767
13;8;80000;100000;23181195;6,45475;1,71294;4,7418
14;8;80000;100000;23181195;6,33118;1,69281;4,63837
15;8;80000;100000;23181195;6,2488;1,66594;4,58287
16;8;80000;100000;23181195;6,29092;1,66886;4,62205
17;8;80000;100000;23181195;6,20129;1,67301;4,52828
18;8;80000;100000;23181195;6,24826;1,68654;4,56172
19;8;80000;100000;23181195;6,1693;1,67;4,49929
20;8;80000;100000;23181195;6,23297;1,67658;4,55638
