i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;20000;100000;11421190;5,84798;0,427737;5,42024
2;12;20000;100000;11421190;5,54481;0,415609;5,1292
3;12;20000;100000;11421190;4,13657;0,424651;3,71192
4;12;20000;100000;11421190;4,21067;0,424746;3,78592
5;12;20000;100000;11421190;5,5321;0,424481;5,10762
6;12;20000;100000;11421190;5,17068;0,417799;4,75289
7;12;20000;100000;11421190;4,51664;0,451707;4,06493
8;12;20000;100000;11421190;4,06872;0,435328;3,63339
9;12;20000;100000;11421190;5,6791;0,448017;5,23108
10;12;20000;100000;11421190;4,75131;0,432571;4,31874
11;12;20000;100000;11421190;4,54851;0,409602;4,13891
12;12;20000;100000;11421190;5,23895;0,414842;4,82411
13;12;20000;100000;11421190;6,00602;0,437132;5,56889
14;12;20000;100000;11421190;4,36696;0,428847;3,93812
15;12;20000;100000;11421190;4,27747;0,417605;3,85986
16;12;20000;100000;11421190;5,44024;0,425411;5,01483
17;12;20000;100000;11421190;4,89388;0,427613;4,46627
18;12;20000;100000;11421190;4,05513;0,420524;3,63461
19;12;20000;100000;11421190;4,54525;0,422788;4,12246
20;12;20000;100000;11421190;5,70349;0,422954;5,28053
