i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;40000;100000;16502125;2,42521;0,782116;1,6431
2;4;40000;100000;16502125;2,47467;0,780813;1,69385
3;4;40000;100000;16502125;2,43499;0,781188;1,6538
4;4;40000;100000;16502125;2,44781;0,780589;1,66722
5;4;40000;100000;16502125;2,43173;0,782072;1,64966
6;4;40000;100000;16502125;2,46631;0,789738;1,67657
7;4;40000;100000;16502125;2,46853;0,792742;1,67579
8;4;40000;100000;16502125;2,42319;0,764608;1,65858
9;4;40000;100000;16502125;2,42945;0,784843;1,64461
10;4;40000;100000;16502125;2,43536;0,7793;1,65605
11;4;40000;100000;16502125;2,43376;0,783943;1,64981
12;4;40000;100000;16502125;2,43777;0,791719;1,64605
13;4;40000;100000;16502125;2,41879;0,774077;1,64472
14;4;40000;100000;16502125;2,43989;0,78528;1,65461
15;4;40000;100000;16502125;2,36966;0,766791;1,60287
16;4;40000;100000;16502125;2,4693;0,791355;1,67795
17;4;40000;100000;16502125;2,43645;0,774306;1,66215
18;4;40000;100000;16502125;2,39601;0,775957;1,62005
19;4;40000;100000;16502125;2,43924;0,768087;1,67115
20;4;40000;100000;16502125;2,42789;0,776807;1,65108
