i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;40000;50000;8189655;1,25129;0,36506;0,886231
2;2;40000;50000;8189655;1,2518;0,366359;0,885445
3;2;40000;50000;8189655;1,26013;0,366505;0,893621
4;2;40000;50000;8189655;1,27592;0,371504;0,90442
5;2;40000;50000;8189655;1,28349;0,367277;0,916215
6;2;40000;50000;8189655;1,24231;0,360209;0,8821
7;2;40000;50000;8189655;1,23802;0,36619;0,871834
8;2;40000;50000;8189655;1,2483;0,368074;0,880226
9;2;40000;50000;8189655;1,23499;0,362846;0,872146
10;2;40000;50000;8189655;1,27744;0,371065;0,906379
11;2;40000;50000;8189655;1,27364;0,371982;0,901654
12;2;40000;50000;8189655;1,25542;0,363214;0,892203
13;2;40000;50000;8189655;1,25318;0,361917;0,891262
14;2;40000;50000;8189655;1,23739;0,366037;0,871356
15;2;40000;50000;8189655;1,25757;0,366074;0,891499
16;2;40000;50000;8189655;1,28044;0,375604;0,904838
17;2;40000;50000;8189655;1,24117;0,366107;0,875058
18;2;40000;50000;8189655;1,27179;0,369186;0,902601
19;2;40000;50000;8189655;1,24429;0,362009;0,88228
20;2;40000;50000;8189655;1,27436;0,374938;0,89942
