i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;20000;400000;45826380;5,20286;1,48442;3,71844
2;8;20000;400000;45826380;5,29437;1,47364;3,82072
3;8;20000;400000;45826380;5,24668;1,49939;3,74729
4;8;20000;400000;45826380;5,28105;1,47766;3,80339
5;8;20000;400000;45826380;5,31412;1,47494;3,83919
6;8;20000;400000;45826380;5,23983;1,48123;3,75859
7;8;20000;400000;45826380;5,32456;1,48076;3,84381
8;8;20000;400000;45826380;5,16474;1,47733;3,68741
9;8;20000;400000;45826380;5,35857;1,49529;3,86328
10;8;20000;400000;45826380;5,33745;1,48933;3,84812
11;8;20000;400000;45826380;5,14504;1,47711;3,66793
12;8;20000;400000;45826380;5,17462;1,4858;3,68882
13;8;20000;400000;45826380;5,18211;1,47893;3,70318
14;8;20000;400000;45826380;5,2091;1,47849;3,73061
15;8;20000;400000;45826380;5,26914;1,49046;3,77867
16;8;20000;400000;45826380;5,28226;1,47255;3,80971
17;8;20000;400000;45826380;5,17887;1,47852;3,70035
18;8;20000;400000;45826380;5,35038;1,48503;3,86535
19;8;20000;400000;45826380;5,27217;1,47638;3,7958
20;8;20000;400000;45826380;5,16604;1,47274;3,69331
