i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;20000;800000;89236915;29,0505;3,10005;25,9504
2;12;20000;800000;89236915;29,1693;3,099;26,0703
3;12;20000;800000;89236915;28,3117;3,04955;25,2622
4;12;20000;800000;89236915;28,1343;3,10961;25,0247
5;12;20000;800000;89236915;27,7873;3,09737;24,69
6;12;20000;800000;89236915;27,938;3,05452;24,8835
7;12;20000;800000;89236915;27,3511;3,08152;24,2696
8;12;20000;800000;89236915;27,4355;3,10065;24,3349
9;12;20000;800000;89236915;27,9508;3,06272;24,888
10;12;20000;800000;89236915;27,7521;3,0543;24,6978
11;12;20000;800000;89236915;29,5833;3,12093;26,4624
12;12;20000;800000;89236915;30,445;3,15284;27,2921
13;12;20000;800000;89236915;28,5398;3,08748;25,4524
14;12;20000;800000;89236915;27,32;3,08661;24,2334
15;12;20000;800000;89236915;27,8618;3,10308;24,7587
16;12;20000;800000;89236915;27,7512;3,11906;24,6321
17;12;20000;800000;89236915;27,3688;3,07118;24,2976
18;12;20000;800000;89236915;28,1283;3,10295;25,0254
19;12;20000;800000;89236915;27,0071;3,0958;23,9113
20;12;20000;800000;89236915;28,4722;3,03684;25,4354
