i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;40000;50000;8189655;7,80402;0,448427;7,35559
2;12;40000;50000;8189655;5,78443;0,454397;5,33003
3;12;40000;50000;8189655;6,79233;0,43291;6,35942
4;12;40000;50000;8189655;9,74693;0,434801;9,31213
5;12;40000;50000;8189655;5,53143;0,434022;5,09741
6;12;40000;50000;8189655;6,96134;0,443945;6,51739
7;12;40000;50000;8189655;6,04573;0,430749;5,61498
8;12;40000;50000;8189655;6,11339;0,437865;5,67553
9;12;40000;50000;8189655;6,97327;0,440691;6,53258
10;12;40000;50000;8189655;5,83862;0,438814;5,3998
11;12;40000;50000;8189655;5,95901;0,429143;5,52986
12;12;40000;50000;8189655;7,3883;0,457933;6,93036
13;12;40000;50000;8189655;5,87588;0,426545;5,44933
14;12;40000;50000;8189655;5,91863;0,433072;5,48556
15;12;40000;50000;8189655;7,41825;0,436733;6,98152
16;12;40000;50000;8189655;5,84718;0,429726;5,41745
17;12;40000;50000;8189655;5,41646;0,433497;4,98296
18;12;40000;50000;8189655;7,4986;0,440412;7,05818
19;12;40000;50000;8189655;5,84395;0,429661;5,41429
20;12;40000;50000;8189655;5,88701;0,440512;5,4465
