i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;40000;100000;16502125;2,1493;0,708704;1,44059
2;2;40000;100000;16502125;2,08247;0,6814;1,40107
3;2;40000;100000;16502125;2,0613;0,675646;1,38565
4;2;40000;100000;16502125;2,09001;0,685719;1,40429
5;2;40000;100000;16502125;2,16765;0,720341;1,44731
6;2;40000;100000;16502125;2,10802;0,685583;1,42243
7;2;40000;100000;16502125;2,04201;0,679863;1,36214
8;2;40000;100000;16502125;2,05394;0,680629;1,37331
9;2;40000;100000;16502125;2,14106;0,697585;1,44347
10;2;40000;100000;16502125;2,17551;0,707294;1,46821
11;2;40000;100000;16502125;2,03486;0,681219;1,35364
12;2;40000;100000;16502125;2,07883;0,676949;1,40188
13;2;40000;100000;16502125;2,10819;0,690557;1,41763
14;2;40000;100000;16502125;2,13245;0,701151;1,4313
15;2;40000;100000;16502125;2,05562;0,684372;1,37125
16;2;40000;100000;16502125;2,08779;0,684007;1,40378
17;2;40000;100000;16502125;2,11247;0,69158;1,42089
18;2;40000;100000;16502125;2,16529;0,703248;1,46204
19;2;40000;100000;16502125;2,09959;0,691481;1,40811
20;2;40000;100000;16502125;2,08016;0,677402;1,40276
