i;procs;n_obj;max_weight;max_value;total_time
1;1;1600;12000;393225;0,162289
2;1;1600;12000;393225;0,162753
3;1;1600;12000;393225;0,159747
4;1;1600;12000;393225;0,166756
5;1;1600;12000;393225;0,168972
6;1;1600;12000;393225;0,157815
7;1;1600;12000;393225;0,160682
8;1;1600;12000;393225;0,160713
9;1;1600;12000;393225;0,166895
10;1;1600;12000;393225;0,163113
