i;procs;n_obj;max_weight;max_value;total_time
1;2;6400;12000;730970;0,839297
2;2;6400;12000;730970;0,821351
3;2;6400;12000;730970;0,802366
4;2;6400;12000;730970;0,844817
5;2;6400;12000;730970;0,819757
6;2;6400;12000;730970;0,808663
7;2;6400;12000;730970;0,819785
8;2;6400;12000;730970;0,845372
9;2;6400;12000;730970;0,791227
10;2;6400;12000;730970;0,785449
