i;procs;n_obj;max_weight;max_value;total_time
1;6;1600;12000;393225;0,28732
2;6;1600;12000;393225;0,268783
3;6;1600;12000;393225;0,263336
4;6;1600;12000;393225;0,275838
5;6;1600;12000;393225;0,27861
6;6;1600;12000;393225;0,266618
7;6;1600;12000;393225;0,319858
8;6;1600;12000;393225;0,274529
9;6;1600;12000;393225;0,277409
10;6;1600;12000;393225;0,256395
