i;procs;n_obj;max_weight;max_value;total_time
1;5;400;12000;198350;0,062525
2;5;400;12000;198350;0,063992
3;5;400;12000;198350;0,064811
4;5;400;12000;198350;0,061779
5;5;400;12000;198350;0,067868
6;5;400;12000;198350;0,0568869
7;5;400;12000;198350;0,0712402
8;5;400;12000;198350;0,0668859
9;5;400;12000;198350;0,061172
10;5;400;12000;198350;0,060461
