i;procs;n_obj;max_weight;max_value;total_time
1;4;100;12000;95600;0,0113959
2;4;100;12000;95600;0,0112448
3;4;100;12000;95600;0,0106521
4;4;100;12000;95600;0,010756
5;4;100;12000;95600;0,0113301
6;4;100;12000;95600;0,0104632
7;4;100;12000;95600;0,0113392
8;4;100;12000;95600;0,010639
9;4;100;12000;95600;0,0111229
10;4;100;12000;95600;0,0152631
