i;procs;n_obj;max_weight;max_value;total_time
1;1;400;12000;198350;0,041486
2;1;400;12000;198350;0,042398
3;1;400;12000;198350;0,042891
4;1;400;12000;198350;0,0397182
5;1;400;12000;198350;0,0393369
6;1;400;12000;198350;0,0418952
7;1;400;12000;198350;0,039989
8;1;400;12000;198350;0,038897
9;1;400;12000;198350;0,0428932
10;1;400;12000;198350;0,044174
