i;procs;n_obj;max_weight;max_value;total_time
1;5;6400;12000;730970;1,39228
2;5;6400;12000;730970;1,26213
3;5;6400;12000;730970;1,20876
4;5;6400;12000;730970;1,25229
5;5;6400;12000;730970;1,47312
6;5;6400;12000;730970;1,31669
7;5;6400;12000;730970;1,39791
8;5;6400;12000;730970;1,35285
9;5;6400;12000;730970;1,22154
10;5;6400;12000;730970;1,16687
