i;procs;n_obj;max_weight;max_value;total_time
1;1;200;12000;137695;0,0237901
2;1;200;12000;137695;0,0225608
3;1;200;12000;137695;0,022486
4;1;200;12000;137695;0,0232711
5;1;200;12000;137695;0,0229321
6;1;200;12000;137695;0,0218179
7;1;200;12000;137695;0,0225239
8;1;200;12000;137695;0,0199311
9;1;200;12000;137695;0,0221789
10;1;200;12000;137695;0,0204179
