i;procs;n_obj;max_weight;max_value;total_time
1;4;3200;12000;523365;0,44201
2;4;3200;12000;523365;0,42421
3;4;3200;12000;523365;0,41905
4;4;3200;12000;523365;0,477778
5;4;3200;12000;523365;0,407817
6;4;3200;12000;523365;0,454936
7;4;3200;12000;523365;0,419866
8;4;3200;12000;523365;0,44138
9;4;3200;12000;523365;0,417337
10;4;3200;12000;523365;0,4161
