i;procs;n_obj;max_weight;max_value;total_time
1;6;3200;12000;523365;0,604105
2;6;3200;12000;523365;0,573318
3;6;3200;12000;523365;0,591831
4;6;3200;12000;523365;0,564354
5;6;3200;12000;523365;0,632363
6;6;3200;12000;523365;0,574965
7;6;3200;12000;523365;0,554646
8;6;3200;12000;523365;0,5868
9;6;3200;12000;523365;0,562297
10;6;3200;12000;523365;0,591248
