i;procs;n_obj;max_weight;max_value;total_time
1;5;3200;12000;523365;0,590158
2;5;3200;12000;523365;0,62159
3;5;3200;12000;523365;0,56854
4;5;3200;12000;523365;0,570128
5;5;3200;12000;523365;0,545832
6;5;3200;12000;523365;0,56194
7;5;3200;12000;523365;0,548039
8;5;3200;12000;523365;0,570063
9;5;3200;12000;523365;0,538432
10;5;3200;12000;523365;0,514241
