i;procs;n_obj;max_weight;max_value;total_time
1;2;1600;12000;393225;0,160881
2;2;1600;12000;393225;0,160705
3;2;1600;12000;393225;0,161966
4;2;1600;12000;393225;0,176608
5;2;1600;12000;393225;0,158782
6;2;1600;12000;393225;0,159581
7;2;1600;12000;393225;0,173609
8;2;1600;12000;393225;0,165879
9;2;1600;12000;393225;0,174266
10;2;1600;12000;393225;0,159476
