i;procs;n_obj;max_weight;max_value;total_time
1;1;3200;12000;523365;0,346158
2;1;3200;12000;523365;0,327657
3;1;3200;12000;523365;0,316811
4;1;3200;12000;523365;0,312599
5;1;3200;12000;523365;0,321214
6;1;3200;12000;523365;0,328335
7;1;3200;12000;523365;0,366884
8;1;3200;12000;523365;0,322577
9;1;3200;12000;523365;0,317353
10;1;3200;12000;523365;0,328491
