i;procs;n_obj;max_weight;max_value;total_time
1;4;800;12000;262770;0,0975029
2;4;800;12000;262770;0,0915151
3;4;800;12000;262770;0,110927
4;4;800;12000;262770;0,105633
5;4;800;12000;262770;0,099318
6;4;800;12000;262770;0,0988801
7;4;800;12000;262770;0,0963318
8;4;800;12000;262770;0,0990491
9;4;800;12000;262770;0,0944729
10;4;800;12000;262770;0,0932992
