i;procs;n_obj;max_weight;max_value;total_time
1;6;100;12000;95600;0,0129731
2;6;100;12000;95600;0,0184851
3;6;100;12000;95600;0,014739
4;6;100;12000;95600;0,013191
5;6;100;12000;95600;0,0184181
6;6;100;12000;95600;0,015749
7;6;
