i;procs;n_obj;max_weight;max_value;total_time
1;3;3200;12000;523365;0,440737
2;3;3200;12000;523365;0,416345
3;3;3200;12000;523365;0,444066
4;3;3200;12000;523365;0,489407
5;3;3200;12000;523365;0,428578
6;3;3200;12000;523365;0,420658
7;3;3200;12000;523365;0,428474
8;3;3200;12000;523365;0,426513
9;3;3200;12000;523365;0,442408
10;3;3200;12000;523365;0,420314
