i;procs;n_obj;max_weight;max_value;total_time
1;6;800;12000;262770;0,169277
2;6;800;12000;262770;0,140143
3;6;800;12000;262770;0,134415
4;6;800;12000;262770;0,134822
5;6;800;12000;262770;0,140535
6;6;800;12000;262770;0,130048
7;6;800;12000;262770;0,131871
8;6;800;12000;262770;0,140084
9;6;800;12000;262770;0,138055
10;6;800;12000;262770;0,134377
