i;procs;n_obj;max_weight;max_value;total_time
1;5;100;12000;95600;0,0138419
2;5;100;12000;95600;0,0175581
3;5;100;12000;95600;0,013552
4;5;100;12000;95600;0,013834
5;5;100;12000;95600;0,0136459
6;5;100;12000;95600;0,013557
7;5;100;12000;95600;0,0135641
8;5;100;12000;95600;0,016361
9;5;100;12000;95600;0,0135779
10;5;100;12000;95600;0,0139711
