i;procs;n_obj;max_weight;max_value;total_time
1;4;1600;12000;393225;0,201991
2;4;1600;12000;393225;0,195091
3;4;1600;12000;393225;0,193534
4;4;1600;12000;393225;0,203089
5;4;1600;12000;393225;0,192231
6;4;1600;12000;393225;0,200268
7;4;1600;12000;393225;0,204002
8;4;1600;12000;393225;0,197033
9;4;1600;12000;393225;0,217118
10;4;1600;12000;393225;0,188873
