i;procs;n_obj;max_weight;max_value;total_time
1;4;6400;12000;730970;1.036
2;4;6400;12000;730970;1.02513
3;4;6400;12000;730970;1.01092
4;4;6400;12000;730970;1.03923
5;4;6400;12000;730970;1.04913
6;4;6400;12000;730970;1.02886
7;4;6400;12000;730970;1.03167
8;4;6400;12000;730970;1.06038
9;4;6400;12000;730970;1.04456
10;4;6400;12000;730970;1.05828
