i;procs;n_obj;max_weight;max_value;total_time
1;3;400;12000;198350;0,0498362
2;3;400;12000;198350;0,0544279
3;3;400;12000;198350;0,049294
4;3;400;12000;198350;0,0466621
5;3;400;12000;198350;0,0515358
6;3;400;12000;198350;0,0501211
7;3;400;12000;198350;0,049437
8;3;400;12000;198350;0,0482049
9;3;400;12000;198350;0,0557139
10;3;400;12000;198350;0,049921
