i;procs;n_obj;max_weight;max_value;total_time
1;5;800;12000;262770;0,121808
2;5;800;12000;262770;0,130206
3;5;800;12000;262770;0,121488
4;5;800;12000;262770;0,129378
5;5;800;12000;262770;0,128886
6;5;800;12000;262770;0,121834
7;5;800;12000;262770;0,123353
8;5;800;12000;262770;0,131243
9;5;800;12000;262770;0,124436
10;5;800;12000;262770;0,130555
