i;procs;n_obj;max_weight;max_value;total_time
1;3;200;12000;137695;0,023761
2;3;200;12000;137695;0,0243311
3;3;200;12000;137695;0,0257471
4;3;200;12000;137695;0,025697
5;3;200;12000;137695;0,0238299
6;3;200;12000;137695;0,023643
7;3;200;12000;137695;0,0285261
8;3;200;12000;137695;0,0232909
9;3;200;12000;137695;0,0253391
10;3;200;12000;137695;0,0247619
