i;procs;n_obj;max_weight;max_value;total_time
1;2;800;12000;262770;0,075356
2;2;800;12000;262770;0,075628
3;2;800;12000;262770;0,0737722
4;2;800;12000;262770;0,0754681
5;2;800;12000;262770;0,0754931
6;2;800;12000;262770;0,0751829
7;2;800;12000;262770;0,075285
8;2;800;12000;262770;0,074183
9;2;800;12000;262770;0,0776229
10;2;800;12000;262770;0,084466
