i;procs;n_obj;max_weight;max_value;total_time
1;2;200;12000;137695;0,017993
2;2;200;12000;137695;0,0192099
3;2;200;12000;137695;0,0221651
4;2;200;12000;137695;0,0180001
5;2;200;12000;137695;0,017993
6;2;200;12000;137695;0,017844
7;2;200;12000;137695;0,0180171
8;2;200;12000;137695;0,0181019
9;2;200;12000;137695;0,0180559
10;2;200;12000;137695;0,0180299
