i;procs;n_obj;max_weight;max_value;total_time
1;6;200;12000;137695;0,0434709
2;6;200;12000;137695;0,040657
3;6;200;12000;137695;0,0347848
4;6;200;12000;137695;0,0308921
5;6;200;12000;137695;0,0308628
6;6;200;12000;137695;0,029469
7;6;200;12000;137695;0,0271661
8;6;200;12000;137695;0,0283771
9;6;200;12000;137695;0,0318229
10;6;200;12000;137695;0,0312691
