i;procs;n_obj;max_weight;max_value;total_time
1;3;6400;12000;730970;1,06722
2;3;6400;12000;730970;1,0071
3;3;6400;12000;730970;1,13441
4;3;6400;12000;730970;1,06072
5;3;6400;12000;730970;1,06952
6;3;6400;12000;730970;1,03256
7;3;6400;12000;730970;1,10102
8;3;6400;12000;730970;1,05902
9;3;6400;12000;730970;1,03802
10;3;6400;12000;730970;1,00588
