i;procs;n_obj;max_weight;max_value;total_time
1;2;400;12000;198350;0,041079
2;2;400;12000;198350;0,0372899
3;2;400;12000;198350;0,0366502
4;2;400;12000;198350;0,03742
5;2;400;12000;198350;0,0364139
6;2;400;12000;198350;0,036283
7;2;400;12000;198350;0,0407419
8;2;400;12000;198350;0,037349
9;2;400;12000;198350;0,0374541
10;2;400;12000;198350;0,036716
