i;procs;n_obj;max_weight;max_value;total_time
1;6;12000;12000;1015340;3,51398
2;6;12000;12000;1015340;3,46234
3;6;12000;12000;1015340;3,47073
5;6;12000;12000;1015340;3,35147
6;6;12000;12000;1015340;3,45993
7;6;12000;12000;1015340;3,39576
9;6;12000;12000;1015340;3,52984
