i;procs;n_obj;max_weight;max_value;total_time
1;1;100;12000;95600;0,010092
2;1;100;12000;95600;0,0100729
3;1;100;12000;95600;0,0118032
4;1;100;12000;95600;0,013809
5;1;100;12000;95600;0,0100501
6;1;100;12000;95600;0,0106559
7;1;100;12000;95600;0,0134089
8;1;100;12000;95600;0,0104442
9;1;100;12000;95600;0,01333
10;1;100;12000;95600;0,0103252
