i;procs;n_obj;max_weight;max_value;total_time
1;1;800;12000;262770;0,0816309
2;1;800;12000;262770;0,0844882
3;1;800;12000;262770;0,079191
4;1;800;12000;262770;0,081147
5;1;800;12000;262770;0,078604
6;1;800;12000;262770;0,0822821
7;1;800;12000;262770;0,082638
8;1;800;12000;262770;0,079073
9;1;800;12000;262770;0,0783789
10;1;800;12000;262770;0,0788882
