i;procs;n_obj;max_weight;max_value;total_time
1;4;200;12000;137695;0,0220821
2;4;200;12000;137695;0,021673
3;4;200;12000;137695;0,0226581
4;4;200;12000;137695;0,023077
5;4;200;12000;137695;0,0225489
6;4;200;12000;137695;0,021795
7;4;200;12000;137695;0,0234089
8;4;200;12000;137695;0,0249209
9;4;200;12000;137695;0,022501
10;4;200;12000;137695;0,0215352
