i;procs;n_obj;max_weight;max_value;total_time
1;3;800;12000;262770;0,109123
2;3;800;12000;262770;0,095818
3;3;800;12000;262770;0,0959389
4;3;800;12000;262770;0,09992
5;3;800;12000;262770;0,112722
6;3;800;12000;262770;0,113572
7;3;800;12000;262770;0,0926039
8;3;800;12000;262770;0,096951
9;3;800;12000;262770;0,102063
10;3;800;12000;262770;0,102349
