i;procs;n_obj;max_weight;max_value;total_time
1;6;6400;12000;730970;1,42347
2;6;6400;12000;730970;1,49971
3;6;6400;12000;730970;1,42277
4;6;6400;12000;730970;1,42211
5;6;6400;12000;730970;1,46195
6;6;6400;12000;730970;1,43071
7;6;6400;12000;730970;1,39145
8;6;6400;12000;730970;1,45915
9;6;6400;12000;730970;1,37053
10;6;6400;12000;730970;1,40503
