i;procs;n_obj;max_weight;max_value;total_time
1;5;200;12000;137695;0,0333421
2;5;200;12000;137695;0,0278571
3;5;200;12000;137695;0,0291591
4;5;200;12000;137695;0,0287361
5;5;200;12000;137695;0,027539
6;5;200;12000;137695;0,0300698
7;5;200;12000;137695;0,0279438
8;5;200;12000;137695;0,0289478
9;5;200;12000;137695;0,036453
10;5;200;12000;137695;0,0296791
