i;procs;n_obj;max_weight;max_value;total_time
1;2;3200;12000;523365;0,388113
2;2;3200;12000;523365;0,335841
3;2;3200;12000;523365;0,348504
4;2;3200;12000;523365;0,341743
5;2;3200;12000;523365;0,353921
6;2;3200;12000;523365;0,34834
7;2;3200;12000;523365;0,337205
8;2;3200;12000;523365;0,33552
9;2;3200;12000;523365;0,340765
10;2;3200;12000;523365;0,339622
